MEMBER_NO,L,R,F,M,C,D
‘00001433,1267,233,13,0.671536668,0.733799553,低级别
‘00001434,1267,56,2,0.732771443,0.725582548,低级别
‘00001438,1266,400,3,0.629217391,0.67173913,低级别
‘00001439,1261,490,2,1.467889908,1.5,低级别
‘00001440,1271,403,2,0.769130736,1,低级别
‘00001441,1266,303,6,0.802431611,0.783358663,低级别
‘00001442,1257,163,4,0.421953488,0.656613953,高级别
‘00001444,1295,276,5,1.016436903,0.930646872,低级别
‘00001446,1264,618,4,0.733616393,0.715746723,低级别
‘00001450,1234,270,7,0.793372079,0.811678002,低级别
‘00001461,1211,666,2,0.518712575,0.6,低级别
‘00001462,1205,273,8,0.520716828,0.6025,低级别
‘00001465,1199,670,4,0.897208122,0.921269036,低级别
‘00001468,1190,624,2,0.552786378,0.75,低级别
‘00001469,1183,659,3,0.591791459,0.719541505,低级别
‘00001470,1176,207,4,0.670048421,0.643982015,低级别
‘00001471,1175,524,3,0.200056196,0.568361899,低级别
‘00001473,1165,379,5,0.658255664,0.9149731,低级别
‘00001474,1161,197,12,0.768431373,0.837860784,高级别
‘00001475,1155,575,3,0.532744283,0.721509009,低级别
‘00001476,1160,685,2,0.36637226,0.744324501,低级别
‘00001478,1131,371,2,0.686860068,0.704351536,低级别
‘00001480,1112,205,2,0.509452903,0.672700351,低级别
‘00001481,1107,711,2,1.291208791,1.25,低级别
‘00001482,1107,589,2,0.64106113,0.539584775,低级别
‘00001483,1107,338,2,0.343324251,0.726741923,低级别
‘00001484,1114,430,3,0.760534846,0.769448947,低级别
‘00001485,1105,235,4,0.745927692,0.879964243,低级别
‘00001487,1105,357,5,0.665986857,0.770280988,低级别
‘00001489,1117,247,7,0.716948983,0.751736995,低级别
‘00001492,1093,393,2,0.627255278,0.624261036,低级别
‘00001493,1092,528,2,0.735751295,0.6,低级别
‘00001494,1082,402,2,0.526221157,0.559769254,低级别
‘00001495,1077,471,2,0.462723865,0.530112453,低级别
‘00001497,1074,625,3,0.86948976,0.904069767,低级别
‘00001501,1057,363,2,0.333800842,0.35,低级别
‘00001503,1055,117,2,0.597246127,0.536858864,低级别
‘00001505,1048,692,2,1.130573248,1.5,低级别
‘00001508,1047,258,9,0.626489956,0.686217388,低级别
‘00001510,1024,226,4,0.372816767,0.625625066,低级别
‘00001521,1014,429,3,0.606046292,0.627916863,低级别
‘00001523,1009,209,9,0.663503316,0.706070204,低级别
‘00001525,1008,347,2,0.392993327,0.425,低级别
‘00001528,1005,488,4,0.462385632,0.705718401,低级别
‘00001531,999,678,2,0.898133333,0.86048,低级别
‘00001539,981,573,5,0.777436063,0.804516025,低级别
‘00001541,978,709,2,0.357571214,0.55,低级别
‘00001543,977,395,5,0.285876062,0.4,低级别
‘00001546,1003,518,2,0.661500528,0.730715041,低级别
‘00001547,967,500,2,0.796799401,0.9,低级别
‘00001548,965,431,13,0.820232822,0.82408056,低级别
‘00001549,966,581,4,0.829100529,0.794656085,低级别
‘00001552,1029,432,5,1.075613839,1.247953869,低级别
‘00001554,954,393,5,0.537189113,0.611532145,低级别
‘00001556,1023,514,2,0.232995422,0.65,低级别
‘00001557,952,418,19,0.681978799,0.708358956,低级别
‘00001558,945,678,2,0.956263899,1,低级别
‘00001559,952,647,3,0.902865129,0.888050314,低级别
‘00001562,924,48,2,0.622267412,0.72,低级别
‘00001569,939,248,2,0.826852531,0.92,低级别
‘00001577,899,404,4,0.823342416,0.774659401,低级别
‘00001579,902,314,5,1.341864717,1.5,低级别
‘00001580,900,178,4,0.695380774,0.705,低级别
‘00001582,895,256,15,0.701335456,0.681903246,低级别
‘00001584,894,489,2,0.494451295,0.45,低级别
‘00001587,883,257,2,0.697674419,0.92,低级别
‘00001590,876,337,7,0.687434002,0.790708377,低级别
‘00001594,867,402,2,0.401104682,0.75,低级别
‘00001595,874,416,7,0.949314252,0.660942159,低级别
‘00001599,855,151,3,0.60338304,0.690220343,低级别
‘00001600,857,410,3,0.60153332,0.673363476,低级别
‘00001602,846,446,8,0.433483318,0.453480771,低级别
‘00001603,847,330,2,0.928704278,0.88133912,低级别
‘00001604,844,331,3,0.534407028,0.572474378,低级别
‘00001605,841,371,3,0.330052113,0.6,低级别
‘00001610,825,375,4,0.813430952,0.881014895,低级别
‘00001616,1925,323,14,0.539034226,0.592704994,低级别
‘00001617,809,434,5,0.625248054,0.759731339,低级别
‘00001618,806,260,3,0.735394499,0.815290102,低级别
‘00001619,806,539,2,1.028938907,1,低级别
‘00001621,803,332,2,0.74750996,0.95,低级别
‘00001622,801,599,2,0.542135686,0.6,低级别
‘00001627,786,293,4,0.335211958,0.333751531,低级别
‘00001633,795,176,2,0.52611465,0.549812102,低级别
‘00001638,774,522,5,0.613624809,0.71,低级别
‘00001640,770,261,17,0.521253542,0.643235123,低级别
‘00001641,769,542,4,0.826963169,1,低级别
‘00001643,776,107,3,0.440426128,0.44,低级别
‘00001644,776,342,8,0.34698614,0.776353295,低级别
‘00001646,762,269,4,0.652491615,0.740023958,低级别
‘00001647,762,389,4,0.618481731,0.662575381,低级别
‘00001648,777,618,2,0.71656051,0.75,低级别
‘00001653,762,412,5,0.769191662,0.89,低级别
‘00001654,769,527,3,0.754890679,0.778020713,低级别
‘00001656,756,171,35,0.646214129,0.826418117,低级别
‘00001657,757,251,6,0.6041651,0.555988272,低级别
‘00001659,749,428,4,0.932799014,0.85,低级别
‘00001661,747,202,14,0.374382539,0.535389431,低级别
‘00001664,741,363,11,0.53789057,0.609062633,高级别
‘00001667,742,645,4,0.76266137,0.680337637,低级别
‘00001672,734,68,6,0.59175882,0.621735124,低级别
‘00001673,734,207,13,0.232108765,0.607638415,低级别
‘00001674,731,235,6,0.859678314,0.723333333,低级别
‘00001675,732,206,4,0.702008929,0.759796875,低级别
‘00001677,726,636,2,0.796799401,1,低级别
‘00001678,725,110,29,0.857288779,0.902229316,低级别
‘00001680,728,394,8,0.543176314,0.763410113,低级别
‘00001681,722,695,2,0.475343162,0.55,低级别
‘00001689,708,329,5,0.727529222,0.772188634,低级别
‘00001694,703,481,9,0.480213803,0.477480308,低级别
‘00001695,698,197,11,0.771835058,0.67035073,低级别
‘00001696,696,530,6,0.934822602,0.80218134,低级别
‘00001698,695,497,2,0.758409786,0.775,低级别
‘00001702,687,437,4,0.437997725,0.610587315,低级别
‘00001705,678,498,2,0.236384971,0.325,低级别
‘00001706,675,9,2,0.979919679,0.915,低级别
‘00001709,677,601,7,0.544444444,0.787753196,低级别
‘00001710,664,322,2,0.398963731,0.325,低级别
‘00001714,658,363,12,0.648206672,0.848048658,低级别
‘00001718,651,340,4,0.823529412,0.870244907,低级别
‘00001719,645,307,2,0.533129771,0.579877863,低级别
‘00001723,642,362,2,0.678243775,0.75,低级别
‘00001729,639,379,6,0.505769231,0.565038462,低级别
‘00001731,630,280,10,0.280606566,0.665673344,低级别
‘00001732,630,164,15,0.663624905,0.694865642,低级别
‘00001733,629,447,2,0.902472527,0.9,低级别
‘00001734,635,133,6,0.547232947,0.683418919,低级别
‘00001735,628,357,2,0.886663997,0.895234281,低级别
‘00001736,627,285,5,0.665826129,0.780821326,低级别
‘00001737,627,531,10,0.978816442,0.929919347,低级别
‘00001738,623,579,2,0.497420021,0.71996904,低级别
‘00001741,622,277,2,0.827217125,0.845,低级别
‘00001742,628,254,16,0.527031565,0.64312458,低级别
‘00001744,634,277,2,0.50334672,0.47,低级别
‘00001746,621,181,12,0.785250232,0.870053545,低级别
‘00001749,620,504,2,0.757142857,0.725,低级别
‘00001750,619,196,9,0.360185113,0.502630795,低级别
‘00001754,616,245,2,0.714886459,0.72,低级别
‘00001755,612,419,3,0.802197802,0.8,低级别
‘00001757,607,384,8,0.470054446,0.744831076,低级别
‘00001759,606,597,3,0.487867837,0.693875839,低级别
‘00001760,605,159,12,0.449645923,0.616038102,低级别
‘00001762,613,474,5,0.654712362,0.693953488,低级别
‘00001764,600,322,20,0.540619454,0.486966852,低级别
‘00001765,596,143,2,0.461586105,0.67,低级别
‘00001768,591,61,28,0.55250926,0.639285714,低级别
‘00001770,589,282,8,0.229392218,0.564020795,低级别
‘00001773,588,241,9,0.756893927,0.674407038,低级别
‘00001780,581,152,2,0.76189128,0.865628539,高级别
‘00001782,575,116,2,0.268595041,0.53,低级别
‘00001784,598,591,2,0.425703858,0.575,低级别
‘00001786,572,383,3,0.951088672,0.938166614,低级别
‘00001787,571,567,2,0.49694967,0.575,低级别
‘00001789,568,325,3,0.34923758,0.369650762,低级别
‘00001794,566,514,2,0.543478261,0.6,低级别
‘00001796,590,220,10,0.645645412,0.659,低级别
‘00001797,592,568,3,0.597502754,0.753920308,低级别
‘00001798,577,444,5,0.431102608,0.822305869,低级别
‘00001800,558,265,6,0.512126984,0.623904762,低级别
‘00001809,552,546,2,0.526721233,0.625,低级别
‘00001811,540,507,2,0.475035679,0.524388489,低级别
‘00001812,541,122,7,0.502158851,0.549061151,低级别
‘00001813,542,173,2,0.541165999,0.55,低级别
‘00001814,543,259,6,0.813413921,0.70044843,低级别
‘00001817,536,191,2,0.87281399,0.92,低级别
‘00001820,531,131,11,0.628821332,0.669867527,低级别
‘00001823,661,528,2,0.958672087,1,低级别
‘00001825,529,147,4,0.079070639,0.335010305,低级别
‘00001826,526,392,2,0.333892055,0.4,低级别
‘00001828,526,313,5,0.378713679,0.374616389,低级别
‘00001830,529,264,10,0.544696338,0.683393737,低级别
‘00001832,523,230,2,0.249345978,0.72,低级别
‘00001835,581,147,3,0.802666128,0.881636033,高级别
‘00001838,518,94,6,1.279176201,0.577017544,低级别
‘00001839,518,260,2,0.639663737,0.742082537,低级别
‘00001856,498,253,10,0.478208036,0.544500972,低级别
‘00001857,494,290,3,0.303275374,0.356797412,低级别
‘00001858,494,214,2,0.550182482,0.58,低级别
‘00001860,490,66,7,0.754678635,0.77613007,低级别
‘00001861,567,435,4,0.46678494,0.677340824,低级别
‘00001863,489,411,2,0.872395833,0.738368056,低级别
‘00001864,488,463,2,0.382384533,0.630665951,低级别
‘00001865,489,402,4,0.637789252,0.688085676,低级别
‘00001867,489,308,2,0.348580442,0.34818612,低级别
‘00001868,489,171,6,0.515828469,0.518747194,低级别
‘00001870,485,401,2,0.549773152,0.65249533,低级别
‘00001871,484,179,6,0.414267946,0.446666667,低级别
‘00001876,548,481,2,0.381773399,0.45,低级别
‘00001879,475,424,4,0.699101156,0.75,低级别
‘00001880,473,355,4,0.495614035,0.598431174,低级别
‘00001881,467,97,7,0.532323232,0.860398268,低级别
‘00001882,467,153,2,0.579552209,1.03,低级别
‘00001884,463,238,4,0.56653732,0.527381876,低级别
‘00001885,465,68,3,0.6079385,0.699356762,低级别
‘00001887,462,401,4,0.613544279,0.698784488,低级别
‘00001888,460,69,28,0.574515312,0.637589228,低级别
‘00001890,460,240,4,0.383796622,0.4525,低级别
‘00001893,454,331,2,0.521464646,0.525,低级别
‘00001895,453,182,2,0.53908465,0.555860672,低级别
‘00001896,452,140,7,0.415641328,0.441835496,高级别
‘00001898,452,247,2,1.359030837,0.845,低级别
‘00001900,449,401,2,0.365551135,0.427100398,低级别
‘00001902,451,192,3,0.795443529,0.706660204,低级别
‘00001903,451,224,2,0.410080183,0.385,低级别
‘00001905,447,399,2,0.337024555,0.4,低级别
‘00001916,439,396,2,0.372670807,0.4,低级别
‘00001917,507,435,2,0.489168111,0.534705373,低级别
‘00001923,431,220,3,0.957631068,1.043507573,低级别
‘00001924,429,43,2,0.709019461,0.82,低级别
‘00001925,428,257,2,0.528442318,1.118240298,低级别
‘00001928,427,287,2,0.4761347,0.558951684,低级别
‘00001929,425,265,5,0.338853503,0.641938126,低级别
‘00001930,425,157,2,0.803650442,0.845,低级别
‘00001931,425,243,2,0.177289377,0.405750916,低级别
‘00001934,423,409,3,0.424292088,0.45,低级别
‘00001935,421,204,6,0.316947368,0.35044,低级别
‘00001939,419,303,2,0.567368421,0.579298246,低级别
‘00001940,476,425,2,0.232811571,0.55,低级别
‘00001941,420,248,5,0.790207156,0.666,低级别
‘00001944,399,39,3,0.238260292,0.44865296,低级别
‘00001945,417,287,4,0.435158501,0.393775216,低级别
‘00001951,397,192,4,0.347002667,0.71279983,低级别
‘00001953,562,370,3,0.556649119,0.51536965,低级别
‘00001956,412,61,5,0.613735736,0.694188973,低级别
‘00001958,406,339,2,0.823057953,0.75,低级别
‘00001960,394,249,2,0.372855701,0.568309788,低级别
‘00001961,394,38,2,0.434010152,0.525,低级别
‘00001963,391,312,2,0.489528796,0.55,低级别
‘00001964,391,231,4,1.012330456,0.9225,低级别
‘00001965,390,215,4,0.257043907,0.523042381,低级别
‘00001967,386,382,2,0.864260295,1,低级别
‘00001968,386,209,6,0.832010582,0.761029101,低级别
‘00001969,387,261,2,0.567914439,0.565,低级别
‘00001974,417,402,2,0.740354536,1,低级别
‘00001975,380,196,2,0.576981132,0.606679245,低级别
‘00001976,386,191,2,0.59803198,0.658701107,低级别
‘00001979,378,114,6,0.459459459,0.533333333,低级别
‘00001982,397,378,2,0.889897843,0.8,低级别
‘00001983,372,109,2,0.59437751,0.555,低级别
‘00001984,380,124,3,0.989795918,1.033148688,低级别
‘00001986,371,216,4,0.555849057,0.561154717,低级别
‘00001989,367,231,3,0.567324955,0.526666667,低级别
‘00001990,381,235,4,0.885693215,0.94294002,低级别
‘00001991,397,354,2,0.335186396,0.74,低级别
‘00001992,397,342,2,0.585968082,0.639084613,低级别
‘00001994,373,367,4,0.583512277,1.135799645,低级别
‘00001996,3439,561,3,0.1171875,0.400290179,低级别
‘00002004,3420,405,3,0.636935259,0.664473684,低级别
‘00002009,3415,162,13,1.337365152,1.0726373,低级别
‘00002011,3427,105,5,0.548147146,0.581890722,低级别
‘00002018,3423,66,38,0.475452134,0.672776465,低级别
‘00002025,3420,308,9,0.596984033,0.672205795,低级别
‘00002027,3400,226,14,0.609996095,0.634808278,低级别
‘00002030,3395,184,48,0.806068137,0.87667699,低级别
‘00002034,3404,291,6,0.474839263,0.766295757,低级别
‘00002036,3399,107,2,0.645502646,0.555,低级别
‘00002037,3382,685,2,0.381804623,0.90246085,低级别
‘00002039,3414,419,2,1.19840213,1.248557479,低级别
‘00002048,3379,107,2,0.756613757,0.65,低级别
‘00002052,3364,446,3,0.649796938,0.8,低级别
‘00002055,3372,581,2,0.532099344,0.75,低级别
‘00002062,3357,313,21,0.757474651,0.76220643,低级别
‘00002075,3334,604,2,0.432130147,0.5,低级别
‘00002077,3356,158,21,0.675184961,0.71760607,低级别
‘00002087,3314,252,3,0.633254157,0.656066508,低级别
‘00002091,3311,348,2,0.973451327,0.844143675,低级别
‘00002092,3309,370,3,0.350939383,0.39174938,低级别
‘00002096,3306,53,2,0.497844828,0.34,低级别
‘00002100,3301,148,3,0.627979774,0.638567301,低级别
‘00002101,3298,307,6,0.244755245,0.494589309,低级别
‘00002103,3303,146,2,0.656837824,0.76,低级别
‘00002105,3294,138,19,0.614951327,0.686972761,低级别
‘00002107,3291,141,2,0.717536814,0.67,低级别
‘00002108,3296,507,2,0.383338457,0.41976637,低级别
‘00002109,3288,641,2,0.768044417,0.723257249,低级别
‘00002112,3293,542,2,0.781965481,0.861430081,低级别
‘00002121,3288,378,2,0.340030912,0.646058733,低级别
‘00002126,3291,198,11,0.624676817,0.716388969,低级别
‘00002127,3284,437,3,0.571652908,0.681324082,低级别
‘00002128,3286,523,3,0.30740449,0.544476172,低级别
‘00002130,3291,151,3,0.675135501,0.597628726,低级别
‘00002135,3278,330,5,1.270072993,1.5,低级别
‘00002140,3273,185,5,0.619917607,0.62175712,低级别
‘00002147,3273,657,3,0.396317829,0.664599483,低级别
‘00002148,3266,159,26,0.755321226,0.866043416,低级别
‘00002152,3268,203,8,0.435817436,0.448988233,低级别
‘00002153,3262,178,26,0.649844494,0.739553164,低级别
‘00002154,3271,214,38,0.752030531,0.734821085,低级别
‘00002159,3262,171,28,0.520906423,0.577823746,低级别
‘00002161,3252,74,33,0.565483253,0.651431961,低级别
‘00002174,3248,253,4,0.783699602,0.831455269,低级别
‘00002175,3247,217,88,0.953128184,0.916207119,低级别
‘00002177,3245,413,4,1.461105118,1.401558192,低级别
‘00002178,3242,127,4,0.519459707,0.458376832,低级别
‘00002185,3238,181,22,0.856737662,0.808703007,低级别
‘00002188,3226,49,6,0.689181692,0.680923717,低级别
‘00002189,3225,645,3,0.231801956,0.562688189,低级别
‘00002191,3226,238,12,0.779683142,0.844973595,低级别
‘00002192,3225,297,7,0.255313199,0.476353468,低级别
‘00002197,3217,102,32,0.800557164,0.843159708,低级别
‘00002206,3212,279,30,0.681932887,0.885915823,低级别
‘00002207,3212,319,5,0.623612513,0.500874538,低级别
‘00002209,3209,205,2,1.246575342,0.92,低级别
‘00002212,3205,319,4,0.536162414,0.585972085,低级别
‘00002218,3205,163,12,0.774607442,0.80102279,低级别
‘00002220,3196,82,3,0.53705398,0.585943885,低级别
‘00002221,3197,188,9,0.487044628,0.525288112,低级别
‘00002222,3238,580,5,0.90030581,0.92,低级别
‘00002223,3199,452,3,0.351464435,0.333333333,低级别
‘00002224,3201,599,3,0.381440656,1.096244553,低级别
‘00002226,3225,337,2,0.361865912,0.7,低级别
‘00002230,3200,364,2,0.352988598,0.649372337,低级别
‘00002233,3190,474,2,0.655372405,0.694001832,低级别
‘00002234,3190,69,8,0.54223288,0.548844924,低级别
‘00002240,3186,312,2,0.573977372,0.596214099,低级别
‘00002242,3188,633,2,0.257731959,0.45,低级别
‘00002245,3192,265,12,0.835268139,0.834108517,低级别
