MEMBER_NO,L,R,F,M,C,D,runoff_flag
‘00000490,424,87,17,0.440462428,0.579478174,低级别,1
‘00000491,424,68,3,0.764227642,0.686666667,低级别,0
‘00000492,421,219,3,0.843601896,0.652257109,低级别,1
‘00000493,421,231,2,0.788461538,0.885,低级别,1
‘00000494,414,389,2,0.337024555,0.4,低级别,1
‘00000495,414,276,6,0.55659204,0.572321725,低级别,1
‘00000496,414,27,27,0.585887934,0.655197747,低级别,0
‘00000497,386,79,4,0.257410838,0.449731357,低级别,0
‘00000498,395,144,3,0.757029405,0.763333333,低级别,0
‘00000500,386,2,65,0.627289206,0.69095287,中等级别,0
‘00000501,379,244,3,0.718809615,0.815200305,低级别,1
‘00000502,386,4,6,0.479533941,0.531390071,低级别,0
‘00000503,379,125,2,0.628227571,0.7,低级别,1
‘00000504,372,93,7,0.563264327,0.646331229,低级别,0
‘00000505,372,53,5,0.597537053,0.674929163,中等级别,1
‘00000506,598,168,2,0.502860584,0.537940379,低级别,0
‘00000507,412,142,7,0.506393648,0.609872963,低级别,1
‘00000508,436,2,9,0.545572675,0.635997308,低级别,0
‘00000509,515,403,3,0.746296795,0.770535955,低级别,1
‘00000510,1079,21,9,0.833903209,0.842573645,低级别,0
‘00000511,1098,90,8,0.783235892,0.90625,低级别,0
‘00000512,410,281,2,0.474025974,0.46973027,低级别,1
‘00000513,2403,191,9,0.764167285,0.684788419,低级别,1
‘00000514,398,13,2,0.843320018,0.880288504,低级别,1
‘00000515,388,49,5,0.736564805,0.801102915,低级别,0
‘00000516,475,107,9,0.699436725,0.755683064,低级别,0
‘00000517,381,330,2,0.696679797,0.800337648,低级别,1
‘00000518,381,63,6,0.651474186,0.68398867,低级别,1
‘00000519,378,139,3,0.992112182,0.849574934,低级别,1
‘00000520,410,3,29,0.623390999,0.64308011,中等级别,0
‘00000521,375,12,18,0.4444287,0.738676019,低级别,0
‘00000522,375,112,7,0.491883579,0.614916557,低级别,1
‘00000523,1126,81,18,0.770800764,0.806438683,低级别,0
‘00000524,368,23,4,0.930760279,0.973151668,低级别,0
‘00000525,2448,226,3,0.812620734,0.85795235,低级别,1
‘00000526,1980,44,3,0.565439219,0.749627329,低级别,0
‘00000527,1416,11,18,0.685744552,0.780026634,低级别,0
‘00000528,2676,64,2,1.250465549,0.85,低级别,1
‘00000529,409,225,5,0.518075262,0.550440469,低级别,1
‘00000530,3057,4,4,0.676811425,0.738417418,低级别,0
‘00000531,3044,36,40,0.693214264,0.745155013,低级别,0
‘00000532,3050,70,2,0.63427257,0.574617596,低级别,1
‘00000533,3051,215,5,0.537650794,0.631912381,低级别,0
‘00000534,3044,6,17,0.616172818,0.666875,高级别,0
‘00000535,3042,115,26,0.440974653,1.271262008,低级别,1
‘00000536,3041,8,53,0.704999224,0.690908399,中等级别,0
‘00000537,3041,8,34,0.584818872,0.63916708,低级别,0
‘00000539,3040,170,21,0.704694386,0.784170914,低级别,1
‘00000540,3030,135,4,0.494004796,0.525419664,低级别,0
‘00000541,3032,1,9,0.625656965,0.710712066,低级别,0
‘00000542,3031,2,22,1.43729494,1.448369939,中等级别,0
‘00000543,3055,1,22,0.747066065,0.826027493,低级别,0
‘00000544,3038,107,15,0.709757024,0.832229689,高级别,0
‘00000546,3038,214,16,0.693359832,0.659911153,低级别,1
‘00000547,3044,5,30,0.689107041,0.769984458,中等级别,0
‘00000548,3025,309,3,0.343534507,0.56195646,低级别,1
‘00000549,3027,182,2,1.298869144,1.260387722,低级别,1
‘00000550,3028,13,41,0.638006189,0.721284897,中等级别,0
‘00000551,3037,372,2,0.403138794,0.475,低级别,1
‘00000552,3025,300,4,0.555508294,0.596737558,低级别,1
‘00000553,3023,501,2,0.967509025,1,低级别,1
‘00000555,3043,142,6,0.543346074,0.630306637,低级别,0
‘00000556,3016,137,2,0.696245734,0.8,低级别,1
‘00000557,3020,2,101,0.702155039,0.742826118,高级别,0
‘00000558,3020,430,3,0.71036036,0.663468468,低级别,1
‘00000559,3015,101,11,0.534209487,0.576942862,低级别,0
‘00000560,3018,153,10,0.524398806,0.726325259,低级别,0
‘00000561,3025,29,2,0.460333007,0.433290891,高级别,0
‘00000562,3015,33,2,0.698824343,0.835,低级别,0
‘00000564,3013,281,13,1.011871685,0.912970447,低级别,1
‘00000565,3020,97,3,0.8493083,0.694970356,低级别,0
‘00000566,3013,5,45,0.862444831,0.786001739,高级别,0
‘00000567,3013,641,5,0.762669343,0.7734571,低级别,1
‘00000568,3003,18,18,0.650398767,0.658980877,低级别,0
‘00000569,3007,346,3,0.352974504,0.365977337,低级别,1
‘00000570,2998,727,3,0.640485541,0.624062835,低级别,1
‘00000571,2999,9,26,0.597774852,0.692907767,中等级别,0
‘00000572,3003,91,28,0.603058458,0.707233432,低级别,1
‘00000573,2999,4,46,0.506839364,0.779039657,中等级别,0
‘00000574,2999,88,25,0.553533998,0.674628574,低级别,0
‘00000575,2989,525,4,0.604439592,0.703402475,低级别,1
‘00000576,2998,4,34,0.661640918,0.781142287,低级别,0
‘00000577,3004,337,3,0.591215526,0.640183861,低级别,1
‘00000578,3010,648,2,0.500582298,0.675,低级别,1
‘00000579,2989,6,68,0.568184722,0.588061796,中等级别,0
‘00000580,2983,74,75,0.673260436,0.738562797,中等级别,0
‘00000581,2986,24,33,0.647221328,0.669089154,低级别,0
‘00000582,2989,522,3,0.662541254,1.024985149,低级别,1
‘00000583,2976,371,5,0.746236865,0.788937802,低级别,1
‘00000584,2980,63,23,1.306710512,1.244676457,高级别,0
‘00000585,3165,374,11,0.541760722,0.808731154,低级别,1
‘00000586,3165,36,16,0.709951456,0.790811932,中等级别,0
‘00000587,2996,1,6,0.642318342,0.719801394,低级别,0
‘00000588,2969,20,6,0.322654462,0.614828375,低级别,0
‘00000589,2966,124,17,0.461351731,0.479699757,低级别,0
‘00000590,2965,38,18,0.741284042,0.746074201,低级别,0
‘00000591,2961,97,7,0.484518828,0.541599721,低级别,1
‘00000592,2975,92,6,0.983508842,0.938714484,低级别,0
‘00000593,2960,103,39,0.638928192,0.696407116,低级别,1
‘00000594,2982,598,3,0.550248139,0.570099256,低级别,1
‘00000595,2958,1,26,1.046162123,1.111049857,中等级别,0
‘00000596,2952,8,16,0.656267963,0.685868213,低级别,0
‘00000597,2951,140,8,0.90269288,0.947667272,低级别,0
‘00000598,2946,34,13,0.583389602,0.626557506,低级别,0
‘00000599,2944,2,16,0.631552816,0.694547975,中等级别,0
‘00000600,2945,6,14,0.709307504,0.734876976,低级别,0
‘00000601,2945,128,16,0.405113863,0.486848582,低级别,1
‘00000602,2944,171,4,0.750507511,0.786492083,低级别,0
‘00000603,2947,58,14,0.868510342,0.947557983,低级别,0
‘00000604,2940,32,5,0.595108696,0.607657609,低级别,0
‘00000605,2944,377,2,0.515636364,0.525,低级别,1
‘00000606,2941,384,5,0.148139198,0.424710005,低级别,1
‘00000607,2943,34,21,0.514126339,0.688846692,低级别,0
‘00000608,2951,8,28,0.673849838,0.704010604,低级别,0
‘00000609,2938,569,2,0.467625899,0.5,低级别,1
‘00000610,2938,67,7,0.921494597,1.003581565,低级别,0
‘00000611,2937,340,2,0.365836791,0.375,低级别,1
‘00000613,2970,324,3,0.212557227,0.65,低级别,1
‘00000614,2946,183,6,0.692235294,0.791797647,低级别,1
‘00000616,2938,22,33,0.496169143,0.587023639,低级别,0
‘00000617,2936,531,2,0.49694967,0.575,低级别,1
‘00000618,2944,117,3,0.418353576,0.527604588,低级别,1
‘00000619,2949,632,2,1.081424936,1,低级别,1
‘00000620,2969,63,12,0.549623116,0.634258794,低级别,0
‘00000621,2920,72,5,0.820024043,0.864049459,低级别,0
‘00000622,2944,104,18,0.684535161,0.782893325,低级别,0
‘00000623,2920,305,3,0.487251135,0.614764233,低级别,1
‘00000624,2920,4,81,0.713107997,0.722041608,高级别,0
‘00000625,2945,165,8,0.68192148,0.709087846,低级别,0
‘00000626,2931,37,11,1.295936334,1.397046271,高级别,0
‘00000627,2938,312,6,0.351301115,0.392328489,低级别,1
‘00000628,2930,159,5,0.463285519,0.88223873,低级别,0
‘00000629,2930,52,3,0.711524593,0.816907544,低级别,0
‘00000630,3075,12,25,0.626023232,0.677592058,低级别,0
‘00000631,2929,4,18,0.511047712,0.556689329,低级别,0
‘00000632,2915,146,16,0.564424173,0.670273315,低级别,1
‘00000633,2940,12,23,0.649234116,0.781757153,低级别,0
‘00000634,2926,172,5,0.672386059,0.641218945,低级别,0
‘00000635,2910,3,54,0.86426337,0.906626843,中等级别,0
‘00000636,2942,92,7,0.466430632,0.53862182,低级别,0
‘00000637,2924,107,11,0.314776497,0.675926692,低级别,0
‘00000638,2909,30,8,0.728207421,0.74278498,低级别,1
‘00000639,2908,16,2,0.383793411,0.373588602,低级别,1
‘00000640,2908,68,9,0.542019877,0.591560216,低级别,0
‘00000641,2908,152,4,0.833132772,0.895679904,低级别,0
‘00000642,2908,144,5,0.497514499,0.94925435,低级别,0
‘00000643,2911,157,2,0.940841055,1.183235923,低级别,0
‘00000644,2912,601,3,0.853711118,0.82657838,低级别,1
‘00000645,2921,51,10,0.615560101,0.774424559,低级别,0
‘00000646,2918,385,6,0.038962485,0.633502171,低级别,1
‘00000647,2903,222,14,0.818124738,0.733860053,低级别,1
‘00000648,2900,655,2,0.447080292,0.35,低级别,1
‘00000649,2904,492,3,0.561707591,0.666666667,低级别,1
‘00000650,2954,335,6,0.588401093,0.658801674,低级别,1
‘00000652,2898,77,3,0.480621516,0.793301585,低级别,0
‘00000653,2898,12,45,0.622550469,0.762287439,低级别,0
‘00000654,2894,268,3,0.54825462,0.593223819,低级别,1
‘00000656,2887,110,6,0.662507517,0.860396873,低级别,0
‘00000657,2893,62,4,0.710854093,0.8225,低级别,0
‘00000658,2974,38,7,0.782119205,0.762288079,低级别,0
‘00000659,2885,25,5,0.459388359,0.431177244,低级别,0
‘00000660,2889,4,19,0.501630941,0.563732526,低级别,0
‘00000661,2888,249,14,0.644733021,0.774330166,低级别,0
‘00000662,2883,258,2,0.769935528,0.846484561,低级别,1
‘00000664,2896,3,25,0.984767285,1.07004092,中等级别,0
‘00000666,2898,9,30,0.563517915,0.687346003,低级别,0
‘00000667,2925,6,34,0.722963121,0.627143568,中等级别,0
‘00000668,2907,90,2,0.224068479,0.41724572,低级别,1
‘00000669,2884,109,12,0.546875969,0.564268164,低级别,0
‘00000670,2916,124,15,0.626191611,0.698263823,低级别,0
‘00000671,2898,630,2,0.733118971,0.836093248,低级别,1
‘00000672,2885,177,2,0.433982115,0.76000263,低级别,1
‘00000673,2882,21,7,0.61241475,0.72406427,低级别,0
‘00000674,2889,104,14,0.734833074,0.869656575,低级别,0
‘00000675,2874,76,11,1.177013423,0.877743289,低级别,0
‘00000676,2874,65,15,0.568680944,0.972289971,低级别,0
‘00000677,2873,140,29,0.862797052,0.974156661,低级别,1
‘00000678,2869,282,8,0.631400966,0.625415459,低级别,0
‘00000679,2907,226,6,0.677500675,0.775774737,低级别,0
‘00000680,2869,2,50,0.70878342,0.765735307,中等级别,0
‘00000681,2873,14,16,0.740629825,0.7788709,低级别,0
‘00000682,2871,34,50,0.612409624,0.602209037,中等级别,0
‘00000683,2874,445,7,0.44534413,0.62758407,低级别,1
‘00000684,2868,35,16,0.543175322,0.589679014,低级别,0
‘00000685,2865,115,5,0.546038544,0.565073608,低级别,0
‘00000686,2870,30,78,0.642536332,0.684981426,高级别,0
‘00000687,2868,44,35,0.445470434,0.635242208,低级别,0
‘00000688,2898,1,16,0.538595939,0.613683824,低级别,0
‘00000689,2886,15,9,0.461388806,0.602263544,中等级别,0
‘00000690,2909,259,2,0.841743119,0.86,低级别,1
‘00000691,2894,110,19,0.859165529,0.876347167,低级别,0
‘00000692,2894,192,15,0.579476465,0.664962548,低级别,1
‘00000693,2868,1,52,0.721429516,0.807594964,高级别,0
‘00000694,2864,69,32,0.645930754,0.747601908,低级别,0
‘00000695,2867,133,3,0.743648085,0.722332196,低级别,1
‘00000696,2874,11,6,0.394336927,0.554959735,低级别,0
‘00000697,2871,217,4,0.287156638,0.7925,低级别,0
‘00000698,2861,373,13,0.514051688,0.653189286,低级别,1
‘00000699,2857,143,4,0.75221519,0.637025316,低级别,0
‘00000700,2856,138,19,0.630370427,0.682200167,低级别,1
‘00000701,2867,347,5,0.625968586,0.61,低级别,1
‘00000702,2879,82,12,0.613696136,0.656129881,低级别,0
‘00000703,2872,81,49,0.843415219,0.929462599,中等级别,1
‘00000704,2876,2,15,0.574897232,0.598479035,低级别,0
‘00000705,2866,28,42,0.635829057,0.651404734,中等级别,0
‘00000707,2863,5,65,0.741248032,0.883145532,高级别,0
‘00000708,2855,5,53,0.575594675,0.741590338,高级别,0
‘00000709,2853,159,10,0.92443281,0.962745201,中等级别,0
‘00000710,2843,499,3,0.730040053,0.754312417,低级别,1
‘00000711,2843,102,7,0.629529209,0.929881686,低级别,0
‘00000712,2850,504,2,1.062335382,1,低级别,1
‘00000713,2846,93,2,0.428773418,0.436839873,低级别,0
‘00000714,2849,40,6,0.447002739,0.494953849,低级别,0
‘00000715,2855,16,4,0.76244501,0.595762908,低级别,0
‘00000717,2861,49,3,0.675723359,0.751510233,低级别,0
‘00000718,2852,109,8,0.781631763,0.868697644,低级别,0
‘00000719,2845,35,28,0.667706791,0.732561879,低级别,0
‘00000720,2840,76,3,0.778958844,0.858345598,低级别,1
‘00000721,2848,171,22,0.673329597,0.71056884,低级别,1
‘00000722,2846,5,45,0.802674014,0.770872165,低级别,0
‘00000723,2846,57,10,0.681353011,0.698987396,低级别,0
‘00000724,2858,211,2,0.488307067,0.565,低级别,1
‘00000725,2869,99,2,1.013997952,0.626766815,低级别,0
‘00000726,2869,574,2,0.831804281,0.85,低级别,1
‘00000727,2854,347,11,0.449923339,0.512644048,低级别,1
‘00000728,3004,4,97,0.860528417,0.93836632,高级别,0
‘00000729,2840,158,4,0.611181883,0.688779901,低级别,0
‘00000730,2849,2,63,0.597293931,0.703105622,低级别,0
‘00000731,2852,78,12,0.706191675,0.783141016,低级别,0
‘00000732,2853,76,3,0.368920033,0.475610058,低级别,0
‘00000734,2836,181,10,0.46290769,0.533607207,低级别,0
‘00000735,2835,32,35,0.577790228,0.66561458,低级别,0
‘00000736,2840,74,14,0.723174367,0.718288376,低级别,0
‘00000737,2837,4,24,0.90213481,1.086775774,中等级别,0
‘00000738,2839,17,4,0.536344137,0.58,低级别,0
‘00000739,2844,165,12,1.039422738,0.968191098,低级别,1
‘00000740,2840,5,8,0.86388213,1.019299135,低级别,0
‘00000741,2838,406,3,0.633464294,0.685706032,低级别,1
‘00000743,2831,22,76,0.805030033,0.735177762,中等级别,0
‘00000744,2829,11,69,0.670575372,0.699150052,中等级别,0
‘00000745,2832,218,2,0.584401709,0.625,低级别,1
‘00000746,2828,4,35,0.689983174,0.648974089,低级别,0
‘00000747,2837,94,13,0.318192214,0.575187777,低级别,0
‘00000748,2822,21,5,1.249398613,1.048553134,低级别,0
‘00000749,2820,499,5,0.814241486,0.812941176,低级别,1
‘00000750,2818,4,67,0.961565339,0.800388502,中等级别,0
‘00000751,2831,221,11,0.447948929,0.571708489,低级别,1
‘00000752,2827,4,11,0.396133802,0.518035996,低级别,0
‘00000754,2827,14,22,0.803052155,0.922569177,高级别,0
‘00000755,2815,15,70,0.570650088,0.635178874,中等级别,0
‘00000756,2887,83,3,0.551827892,0.635632616,低级别,0
‘00000757,2836,14,5,0.991213528,0.988615716,低级别,0
‘00000758,2828,11,19,0.479985004,0.618028492,低级别,0
‘00000759,2822,2,44,0.627591406,0.683486962,中等级别,0
‘00000760,2831,174,17,0.635737506,0.634419527,低级别,0
‘00000761,2835,221,13,0.581543668,0.652312899,低级别,1
‘00000762,2832,5,10,1.323627501,1.485529117,低级别,0
‘00000763,2859,19,2,0.422942817,0.485,低级别,0
‘00000764,2819,268,5,0.539387858,0.612338184,低级别,0
‘00000765,2824,439,3,0.252465483,0.901627219,低级别,1
‘00000766,2808,126,4,0.540942928,0.801668486,低级别,0
‘00000768,2802,149,11,0.641204535,0.766072949,低级别,1
‘00000769,2836,34,12,0.807024249,0.877640039,低级别,0
‘00000770,2828,2,16,0.576834651,0.63166774,低级别,0
‘00000771,2800,4,17,0.648505604,0.719185001,低级别,0
‘00000772,2813,81,5,0.599422522,0.584211742,低级别,1
‘00000773,2816,269,12,0.587223587,0.585479115,低级别,1
‘00000774,2811,101,4,0.714688381,0.610746946,低级别,0
‘00000775,2822,116,23,0.675642008,0.756530998,低级别,0
‘00000776,2830,418,9,0.479987804,0.712155607,低级别,1
‘00000777,2815,96,10,0.493767129,0.649666696,低级别,0
‘00000778,2809,67,19,0.513045409,0.707969727,低级别,0
‘00000779,2802,87,22,0.581299209,0.743200336,低级别,0
‘00000780,2805,16,19,0.477263803,0.636977146,低级别,0
‘00000781,2809,8,109,0.913380589,0.914492693,中等级别,0
‘00000782,2812,21,10,0.539592082,0.64510198,低级别,0
‘00000783,2800,433,4,1.014863548,1.027308723,低级别,1
‘00000784,2807,293,6,0.483985765,0.56,低级别,1
‘00000785,2807,225,3,0.503378826,0.613156221,低级别,1
‘00000786,2798,319,3,0.479586563,0.483333333,低级别,1
‘00000787,2798,100,23,0.706533874,0.765935425,低级别,0
‘00000788,2799,124,15,0.50783681,0.664938919,低级别,0
‘00000789,2799,15,17,0.605538956,0.782399768,低级别,0
‘00000790,2794,341,2,0.50519802,0.571720297,低级别,1
‘00000791,2809,25,3,0.359616409,0.986891316,低级别,0
‘00000792,2806,20,14,0.444016374,0.570163255,低级别,0
‘00000793,2796,17,25,0.54995669,0.655800098,低级别,0
‘00000794,2792,15,36,0.533082795,0.55853357,低级别,0
‘00000795,2828,1,40,0.734349809,0.753371182,中等级别,0
‘00000796,2792,12,27,0.818269308,0.782627717,低级别,0
‘00000797,2791,389,2,0.524455206,0.572154964,低级别,1
‘00000798,2800,18,13,0.810186176,0.831444468,低级别,0
‘00000799,3009,19,70,0.930611282,0.837163874,中等级别,0
‘00000800,2779,6,18,0.759820481,0.771757552,中等级别,0
‘00000801,2798,198,5,0.523255814,0.641635809,低级别,0
‘00000802,2810,33,31,0.711205275,0.767491914,低级别,0
‘00000803,2808,41,18,0.7732813,0.710916818,低级别,0
‘00000804,2783,59,12,0.43632003,0.605864953,低级别,0
‘00000805,2797,22,19,0.525815155,0.621891892,低级别,0
‘00000806,2794,30,3,0.677853993,0.738324351,低级别,0
‘00000807,2783,240,2,0.576834862,0.585,低级别,0
‘00000808,2784,17,30,0.921492591,0.977189707,中等级别,0
‘00000809,2829,71,7,0.64616829,0.660568008,低级别,0
‘00000810,2787,584,4,0.584965831,0.622050114,低级别,1
‘00000811,2807,146,5,0.620473538,0.794693593,低级别,0
‘00000812,2793,1,59,0.661213968,0.721700494,中等级别,0
‘00000813,2771,5,12,0.940612207,1.053532107,低级别,0
‘00000814,2809,178,4,1.495290252,1.452545455,低级别,1
