MEMBER_NO,L,R,F,M,C,D
‘00000847,2766,34,14,0.84263171,0.787314861,低级别
‘00000848,2732,2,20,0.483924871,0.485311142,低级别
‘00000851,2742,6,21,0.778761517,0.768644155,低级别
‘00000852,2729,23,8,0.16926313,0.636071781,低级别
‘00000853,2738,121,10,0.721224678,0.820166513,低级别
‘00000854,2728,46,5,0.73790415,0.839950699,低级别
‘00000855,2739,18,11,0.461185143,0.577722143,低级别
‘00000856,2717,28,16,0.568376282,0.553039279,低级别
‘00000857,2739,5,60,0.505654793,0.689844509,高级别
‘00000858,2729,14,10,0.583348913,0.629512681,低级别
‘00000860,2756,2,23,0.688224258,0.734161424,低级别
‘00000861,2739,78,14,0.504210526,0.718368421,低级别
‘00000862,2739,95,8,0.421332153,0.52604116,低级别
‘00000864,2716,103,24,0.623897667,0.723037617,中等级别
‘00000865,2740,5,32,0.454133816,0.602612803,低级别
‘00000867,2718,3,16,0.801916717,0.806695012,低级别
‘00000868,2718,197,6,0.884898238,0.902522661,低级别
‘00000869,2725,21,17,0.845387435,0.750555986,低级别
‘00000870,2729,135,6,0.41641924,0.54084323,低级别
‘00000872,2738,24,13,0.533755197,0.760280343,低级别
‘00000873,2725,284,2,0.852598091,0.794135737,低级别
‘00000875,2716,49,4,0.708595388,0.785987945,中等级别
‘00000876,2787,6,83,0.833485563,0.960765569,高级别
‘00000877,2750,110,22,0.549656531,0.711315033,低级别
‘00000882,2718,35,29,0.768476115,0.917573628,高级别
‘00000884,2700,37,29,1.059389533,0.892358475,中等级别
‘00000889,2727,104,9,0.66904744,0.719448914,低级别
‘00000890,2708,39,3,0.524152707,0.599493572,低级别
‘00000891,2720,9,62,0.499703932,0.695298834,中等级别
‘00000892,2713,69,8,0.803997877,0.657362462,低级别
‘00000894,2719,73,14,1.214288612,1.367520792,低级别
‘00000896,2708,56,5,0.560167508,0.643307058,低级别
‘00000898,2721,42,25,0.874504979,0.870387558,中等级别
‘00000899,2828,108,10,1.401933569,1.394361061,低级别
‘00000900,2708,241,5,0.733722628,0.737610219,低级别
‘00000903,2674,192,5,0.754883278,0.859883278,低级别
‘00000904,2694,123,3,0.483166754,0.722731457,低级别
‘00000905,2706,170,4,0.548410939,0.582869549,低级别
‘00000906,2675,68,24,0.779019104,0.825956597,高级别
‘00000907,2725,94,14,1.116577375,1.298481352,低级别
‘00000908,2695,7,14,1.294204973,1.413993426,高级别
‘00000911,2693,135,4,0.924006359,0.876537361,低级别
‘00000915,2699,32,49,0.901943181,1.425973949,中等级别
‘00000916,2691,11,29,0.550866021,0.888869986,高级别
‘00000917,2679,7,16,0.941010386,0.755957447,低级别
‘00000918,2695,14,14,0.625143195,0.684520158,高级别
‘00000920,2697,131,2,0.300621977,0.567228749,低级别
‘00000921,2694,5,66,0.793618536,0.842461652,中等级别
‘00000926,2686,65,18,0.447230979,0.451028561,低级别
‘00000927,2673,77,33,0.564647652,0.627475726,低级别
‘00000928,2680,25,7,0.620977078,0.71619665,低级别
‘00000929,2714,12,11,0.92295302,0.896371365,低级别
‘00000930,2678,5,36,0.628953702,0.675473871,低级别
‘00000932,2686,47,26,0.723909787,0.78418234,低级别
‘00000933,2703,74,15,0.447086099,0.776726975,低级别
‘00000935,2686,24,4,0.468363636,0.605018182,低级别
‘00000937,2708,2,16,0.750319981,0.788483053,高级别
‘00000940,2675,29,14,0.324324324,0.749867125,低级别
‘00000941,2673,6,11,0.512763099,0.495454545,低级别
‘00000942,2767,95,10,0.722863012,0.917641808,低级别
‘00000943,2661,33,10,0.690909091,0.809394661,低级别
‘00000944,2692,83,6,0.462561733,0.565683448,低级别
‘00000945,2679,11,24,0.78422747,0.885173134,低级别
‘00000946,2661,132,2,0.765879479,0.870651466,低级别
‘00000947,2657,23,5,0.551200493,0.528709214,低级别
‘00000948,2675,49,12,0.879660695,0.767443818,低级别
‘00000949,2684,107,11,0.513979102,0.501386614,低级别
‘00000951,2681,14,67,1.157827383,1.265322199,高级别
‘00000953,2679,92,15,2.944444444,1.345626478,低级别
‘00000954,2678,90,2,0.8125,0.633532609,低级别
‘00000955,2674,27,27,0.48363365,0.646773856,低级别
‘00000957,2683,58,7,0.675104258,0.705958685,低级别
‘00000958,2716,167,3,0.485895628,0.593159379,低级别
‘00000960,2651,163,5,0.757687012,0.833483249,低级别
‘00000961,2666,4,16,0.557543565,0.575905321,低级别
‘00000963,2659,103,13,0.649792475,0.687686603,低级别
‘00000965,2678,167,6,0.459221501,0.42,低级别
‘00000966,2699,239,4,0.472547255,0.49359676,低级别
‘00000968,2682,2,4,0.514683153,0.650532824,低级别
‘00000969,2667,109,7,0.704092471,0.878344892,低级别
‘00000970,2683,95,10,0.755976153,0.841010592,低级别
‘00000971,2682,74,45,0.62786441,0.659406199,低级别
‘00000972,2652,11,45,0.529952789,0.571751252,低级别
‘00000974,2661,25,11,0.844804011,0.769804011,低级别
‘00000978,2689,10,37,0.711438668,0.745806246,中等级别
‘00000980,2664,159,4,1.198560828,1.239437823,低级别
‘00000981,2672,9,13,0.702517324,0.755079904,低级别
‘00000983,2678,116,19,0.40697475,0.518352982,低级别
‘00000986,2650,240,5,1.314889955,1.486078938,低级别
‘00000987,2615,1,15,0.607218022,0.791494531,低级别
‘00000988,2637,14,34,0.589027143,0.655197428,中等级别
‘00000989,2689,18,27,0.491743045,0.683212339,低级别
‘00000990,2633,2,26,0.78979493,0.803573389,中等级别
‘00000991,2641,19,7,0.613624809,0.71,低级别
‘00000992,2636,103,10,0.682093554,0.784450293,低级别
‘00000993,2629,36,8,0.687983844,0.705084147,低级别
‘00000994,2638,75,24,0.688221852,0.726168242,低级别
‘00000996,2644,16,40,0.899026936,0.930836271,中等级别
‘00000997,2637,9,4,0.666387083,0.928068778,低级别
‘00000998,2639,16,5,0.48698493,0.565665507,低级别
‘00000999,2634,41,13,0.290060626,0.72670131,低级别
‘00001000,2620,17,21,0.596751819,0.640126882,低级别
‘00001001,2625,17,20,0.364245911,0.576792008,低级别
‘00001005,2664,45,14,0.610400206,0.675689626,高级别
‘00001006,2623,40,21,0.68564172,0.732011852,低级别
‘00001007,2627,94,5,0.432770894,0.476291853,低级别
‘00001008,2644,187,5,0.489757914,0.601950341,低级别
‘00001009,2638,6,13,0.610916234,0.675459052,低级别
‘00001010,2620,227,2,0.837065637,0.706571429,低级别
‘00001011,2597,15,36,0.767774506,0.850514208,中等级别
‘00001013,2644,41,4,0.424165029,0.605202358,低级别
‘00001014,2610,63,9,0.83581423,0.732823757,低级别
‘00001016,2598,8,20,0.64409996,0.734562609,低级别
‘00001017,2631,111,14,0.697569663,0.742492143,低级别
‘00001018,2607,243,7,0.342016589,0.577014645,低级别
‘00001019,2654,41,11,0.143346589,0.790197614,低级别
‘00001020,2610,10,9,0.868846391,0.824631709,低级别
‘00001021,2610,242,10,0.627981431,0.630693933,低级别
‘00001022,2613,12,56,0.750485377,0.794874297,中等级别
‘00001023,2623,59,18,0.683684351,0.780118635,低级别
‘00001024,2605,106,9,0.493403498,0.503387934,低级别
‘00001028,2596,49,33,0.704462695,0.647658247,低级别
‘00001029,2597,25,6,0.410807292,0.680903646,低级别
‘00001030,2599,28,3,0.517271663,0.499613583,低级别
‘00001031,2616,19,2,0.420489297,0.43,低级别
‘00001033,2616,67,17,0.501855425,0.484195735,低级别
‘00001034,2614,189,10,0.526285673,0.624999642,低级别
‘00001035,2596,15,71,0.703172883,0.78021629,高级别
‘00001037,2603,128,8,0.466526316,0.540012164,低级别
‘00001038,2601,1,21,0.7261175,0.777679091,低级别
‘00001039,2601,3,49,0.578500326,0.690976788,低级别
‘00001040,2581,25,67,0.63814479,0.71315326,中等级别
‘00001041,2623,5,67,0.606251505,0.666477923,中等级别
‘00001042,2595,58,20,0.577138942,0.66658955,低级别
‘00001043,2602,35,5,0.479687777,0.497156289,低级别
‘00001044,2611,22,10,0.631477185,0.706329273,低级别
‘00001047,2594,12,5,0.691429802,0.802307278,低级别
‘00001048,2587,5,33,0.66495243,0.721263821,低级别
‘00001049,2598,15,50,0.625667922,0.69696512,中等级别
‘00001053,2581,19,26,0.690414859,0.797633315,低级别
‘00001054,2583,15,26,0.746064973,0.754728071,低级别
‘00001055,2592,27,10,0.472014827,0.515726767,低级别
‘00001057,2598,22,13,0.700995759,0.761747188,低级别
‘00001058,2652,21,25,0.477223468,0.669993215,低级别
‘00001059,2583,7,13,1.087649919,1.146790924,中等级别
‘00001060,2592,7,12,0.631201987,0.679675388,低级别
‘00001063,2586,109,13,0.53017451,0.601952023,低级别
‘00001064,2583,16,20,1.075232421,1.282584796,高级别
‘00001066,2625,83,10,0.560699943,0.626188755,低级别
‘00001067,2599,43,11,0.670872148,0.694759774,低级别
‘00001068,2589,59,2,0.996080993,0.82361855,低级别
‘00001070,2570,204,9,0.799124473,0.846236888,低级别
‘00001071,2568,5,2,0.470147291,0.790015781,低级别
‘00001072,2607,99,2,0.32964135,0.64,低级别
‘00001073,2587,72,39,0.764566613,0.78801565,低级别
‘00001074,2572,6,13,0.751903402,0.718720557,低级别
‘00001076,2613,136,5,0.858708058,0.867598722,高级别
‘00001077,2602,188,3,0.714094319,0.85,低级别
‘00001078,2577,200,15,0.635823013,0.619984724,低级别
‘00001079,2581,3,59,0.730873049,0.818839029,中等级别
‘00001081,2575,4,25,0.51955433,0.559191942,低级别
‘00001082,2567,155,4,0.907490637,0.796157303,低级别
‘00001084,2616,107,17,0.669860473,0.720385465,低级别
‘00001085,2582,36,11,0.543585526,0.5794543,低级别
‘00001086,2557,76,9,0.70788705,0.699364167,低级别
‘00001087,2571,99,3,0.681818182,0.764242424,低级别
‘00001092,2566,30,9,0.905016855,0.612425144,低级别
‘00001093,2550,2,6,0.896036036,0.986666667,低级别
‘00001095,2564,3,31,0.794546104,0.753177073,低级别
‘00001096,2862,85,7,0.281496375,0.532067834,低级别
‘00001097,2567,39,41,0.671850888,0.767652576,低级别
‘00001099,2607,321,5,0.816376076,0.840763628,低级别
‘00001100,2561,3,14,0.655059629,0.724551401,低级别
‘00001102,2625,29,26,0.673129241,0.681124175,低级别
‘00001103,2571,22,14,0.574467262,0.657155896,低级别
‘00001104,2587,31,4,0.83322884,0.827435737,低级别
‘00001106,2541,1,10,0.589863376,0.550034376,低级别
‘00001108,2554,14,3,0.4556804,0.499904286,低级别
‘00001109,2538,5,17,0.437748136,0.587757168,低级别
‘00001110,2545,81,13,0.474487151,0.654327927,低级别
‘00001112,2575,69,17,0.724260253,0.817760426,低级别
‘00001113,2550,112,21,0.61821189,0.855431407,低级别
‘00001114,2553,60,43,0.181417034,0.909902756,中等级别
‘00001116,2550,253,6,0.73062932,0.987049836,低级别
‘00001118,2532,75,16,0.808980946,0.83650289,低级别
‘00001121,2531,20,8,0.748013404,0.864260412,低级别
‘00001122,2523,49,11,0.867946688,1.003925854,低级别
‘00001124,2531,34,6,0.682162982,0.754307542,低级别
‘00001125,2527,20,55,0.499024774,0.635123674,中等级别
‘00001127,2529,35,20,0.588388184,0.791666257,低级别
‘00001128,2543,5,33,0.717628021,0.666497657,低级别
‘00001130,2533,134,5,0.434871879,0.686769875,低级别
‘00001131,2530,34,3,0.615705931,0.695944862,低级别
‘00001133,2524,16,30,0.572815703,0.676110474,低级别
‘00001134,2529,197,7,0.916800859,0.987571659,低级别
‘00001135,2530,185,3,0.814070352,0.935410385,低级别
‘00001136,2517,19,6,0.482400235,0.545814296,低级别
‘00001138,2516,47,10,0.780200887,0.824970591,低级别
‘00001139,2508,5,29,2.220104743,0.776959558,低级别
‘00001140,2518,189,3,0.234357968,0.706666667,低级别
‘00001142,2512,76,7,0.905772077,0.915643809,低级别
‘00001143,2557,47,10,0.70299799,0.742103837,低级别
‘00001144,2563,34,12,0.633925926,0.611694815,低级别
‘00001146,2601,36,2,0.446557535,0.53,低级别
‘00001147,2517,52,28,0.740438333,0.765191591,低级别
‘00001148,2499,10,12,0.655791651,0.748626363,低级别
‘00001149,2547,5,5,0.578014826,0.568756102,低级别
‘00001151,2498,14,17,0.786209317,0.706315466,低级别
‘00001152,2502,60,21,0.86996504,0.903621371,中等级别
‘00001154,2506,44,28,0.694544547,0.729002051,中等级别
‘00001155,2497,264,3,0.314641745,0.45952826,低级别
‘00001157,2521,57,11,0.612330653,0.713978121,低级别
‘00001159,2500,1,110,0.61903962,0.693026819,高级别
‘00001160,2504,44,6,0.752771724,0.853432199,低级别
‘00001161,2482,73,21,0.76821979,0.846689111,低级别
‘00001163,2499,79,10,0.419977218,0.64332123,低级别
‘00001164,2496,37,24,0.768629191,0.874081089,中等级别
‘00001165,2489,76,17,0.651995651,0.838901693,低级别
‘00001166,2502,30,10,0.67159103,0.649831013,低级别
‘00001167,2484,1,43,0.855125218,0.862302604,中等级别
‘00001168,2494,18,6,0.241959064,0.370258285,低级别
‘00001169,2492,101,16,0.631078624,0.678231329,低级别
‘00001170,2498,14,6,0.75971514,0.885064181,低级别
‘00001171,2496,3,14,0.559886531,0.601224522,低级别
‘00001172,2476,231,18,1.311116053,1.436934905,中等级别
‘00001174,2486,10,3,0.356995885,0.68063786,低级别
‘00001175,2483,73,8,1.047203384,1.154951319,低级别
‘00001178,2502,1,24,0.787755859,0.874732377,中等级别
‘00001179,2486,69,11,0.631500065,0.683305096,低级别
‘00001180,2493,94,17,0.832017661,0.875395371,低级别
‘00001181,2487,11,13,0.65920454,0.830222512,低级别
‘00001183,2477,98,5,0.410748229,0.426250216,低级别
‘00001187,2461,30,11,0.687743051,0.711381247,低级别
‘00001189,2477,38,27,0.523954463,0.606622856,中等级别
‘00001190,2487,231,6,0.637037037,0.713561002,低级别
‘00001191,2479,6,43,1.089280332,1.237156745,高级别
‘00001192,2483,27,14,0.631656194,0.768433702,低级别
‘00001193,2486,3,36,0.779884549,0.908255383,中等级别
‘00001194,2482,11,28,0.411254355,0.729781658,低级别
‘00001196,2487,18,43,0.612240088,0.640209198,中等级别
‘00001198,2461,32,17,0.542953644,0.552531206,低级别
‘00001200,2458,1,17,0.512208951,0.70059684,低级别
‘00001201,2469,106,4,0.716619028,0.728530012,低级别
‘00001202,2465,43,21,0.6634884,0.770369549,低级别
‘00001204,2485,12,61,0.75029219,0.816480465,中等级别
‘00001205,2438,80,15,0.596292758,0.653519205,低级别
‘00001206,2480,21,42,0.745545409,0.732214605,中等级别
‘00001207,2436,50,9,0.98255413,1.061578403,低级别
‘00001209,2433,28,41,0.742863495,0.844768934,中等级别
‘00001211,2460,107,27,0.559221729,0.709844513,中等级别
‘00001212,2483,5,5,0.66657994,0.749103682,低级别
‘00001213,2456,26,10,0.701967297,0.786785897,低级别
‘00001214,2470,73,30,1.173380214,1.25737471,低级别
‘00001216,2757,79,3,0.683398693,0.765003922,高级别
‘00001217,2467,35,6,1.140871525,0.852702855,低级别
‘00001224,2376,70,7,0.276854334,0.351241287,低级别
‘00001225,2363,86,5,0.533269943,1.015233256,低级别
‘00001229,2349,153,8,0.421427629,0.455383296,低级别
‘00001230,2345,17,41,0.732048953,0.73820872,低级别
‘00001231,2358,6,104,0.606290578,0.721752894,高级别
‘00001233,2327,153,7,0.766432812,0.823157043,低级别
‘00001234,2319,123,16,0.885835454,0.89115352,低级别
‘00001236,2339,136,13,0.669260525,0.715092659,低级别
‘00001240,2288,28,23,0.258894924,0.724824595,低级别
‘00001241,2288,51,2,2.266519824,1.41,中等级别
‘00001242,2325,13,31,0.651784232,0.637750705,低级别
‘00001243,2287,97,7,1.240830852,1.435714286,中等级别
‘00001246,2304,88,31,0.857581208,0.900789687,中等级别
‘00001247,2239,45,21,0.491226518,0.607047981,低级别
‘00001249,2564,7,23,0.657684211,0.708933994,低级别
‘00001250,2269,5,30,1.022014943,1.396327945,高级别
‘00001251,2309,81,4,0.486874136,0.787392921,低级别
‘00001252,2223,108,7,0.577607427,0.700848864,低级别
‘00001253,2213,2,24,0.6407782,0.710830782,低级别
‘00001254,2196,65,22,0.528559439,1.026084586,低级别
‘00001256,2203,101,3,0.526854802,0.576636322,低级别
‘00001257,2259,1,10,0.535831441,0.743576836,低级别
‘00001258,2162,3,4,1.224392112,1.346588168,低级别
‘00001260,2223,6,103,0.791640365,0.746901054,中等级别
‘00001263,2058,130,10,0.623423971,0.645491417,低级别
‘00001264,2044,244,2,0.314292779,0.366735905,低级别
‘00001267,2024,70,13,0.440873961,0.663217502,低级别
‘00001268,2022,103,2,0.818301949,0.896432111,低级别
‘00001272,2181,192,8,0.382946704,0.834387755,低级别
‘00001274,1958,195,6,0.805610066,0.865196814,低级别
‘00001275,1958,19,58,0.625031902,0.68684464,低级别
‘00001277,1939,28,12,0.482111057,0.503093735,低级别
‘00001278,1915,296,4,0.462458026,0.539006044,低级别
‘00001280,1911,16,17,0.289555611,0.555105699,低级别
‘00001282,1906,2,44,1.142039319,1.230681203,中等级别
‘00001283,1966,50,8,0.362413528,0.477466052,低级别
‘00001284,1898,128,9,0.602736212,0.632028217,低级别
‘00001285,1899,14,34,0.72046682,0.71315631,低级别
‘00001289,1891,113,13,0.549095399,0.597470876,低级别
‘00001290,1889,301,3,0.384661236,0.433560501,低级别
‘00001291,1900,7,63,0.659118752,0.785325891,中等级别
‘00001292,1878,41,25,0.731384584,0.829264943,高级别
‘00001294,1878,4,105,0.765594222,0.788873392,高级别
‘00001295,1872,27,2,0.639848357,0.754366049,低级别
‘00001297,1875,13,20,0.720098644,0.77081381,低级别
